Rank,Name,Nationality,Age,Points,Year
63,BOB Kristen,UNITED STATES OF AMERICA,20,183,2015
64,FERREE Carlie,UNITED STATES OF AMERICA,19,167,2015
65,MORETTI Claudia,ITALY,21,165,2015
66,VRENEGOOR Danielle,NETHERLANDS,21,162,2015
67,STACY Shelby,UNITED STATES OF AMERICA,21,162,2015
68,JANPUENG Sarocha,THAILAND,19,155,2015
69,USOVA Anastasia,RUSSIAN FEDERATION,19,154,2015
70,ROJAS Anna Sara,BOLIVIA,19,146,2015
71,MYDOCK Rachel,UNITED STATES OF AMERICA,19,145,2015
72,RONCANCIO PINILLA Laura Daniela,COLOMBIA,20,145,2015
73,FROLOVA Maria,RUSSIAN FEDERATION,22,144,2015
74,MAIRE Camille,FRANCE,21,142,2015
75,KINNIE Erin,CANADA,19,140,2015
75,SMITH Monique,NEW ZEALAND,20,140,2015
77,VALENTINO Manon,FRANCE,25,138,2015
78,SORIANO Florencia Ayelen,ARGENTINA,22,130,2015
79,FAJARDO Abigail Ivonne,ARGENTINA,20,130,2015
80,LAJMI Megane,FRANCE,19,129,2015
81,KINGSTON Chelsea,CANADA,21,125,2015
82,VAN HEES Viviana,NETHERLANDS,19,121,2015
83,MANTILLA Estefania,ECUADOR,26,120,2015
83,AGUILERA Rosario,CHILE,19,120,2015
85,KING Chelsea,AUSTRALIA,21,120,2015
86,VERHAGEN Ashley,UNITED STATES OF AMERICA,24,114,2015
87,PRASOETSRI Nicha,THAILAND,22,114,2015
88,RUIZ OLIVEROS Anyela Viviana,COLOMBIA,25,113,2015
89,CASALLAS CRISTANCHO Daniela,COLOMBIA,19,113,2015
90,ERMOLAEVA Veronika,RUSSIAN FEDERATION,19,110,2015
91,GLYNN Shayona,UNITED STATES OF AMERICA,20,106,2015
92,LU Yan,PEOPLE'S REPUBLIC OF CHINA,23,105,2015
93,BARRAGAN Maira,ARGENTINA,21,105,2015
94,THAKSAPORN Khaowsuan,THAILAND,28,100,2015
95,LACOSTE Marine,FRANCE,20,91,2015
96,MOROSINI CHAVES Thaynara,BRAZIL,20,90,2015
97,BOUDOUX Mélanie,FRANCE,35,90,2015
98,MONAGHAN Cassidy,CANADA,21,86,2015
99,ESCOBAR CORREA Nohora Cecilia,COLOMBIA,34,86,2015
100,ALVES DOS SANTOS Julia,BRAZIL,19,83,2015
101,SUSWANTI Suswanti,INDONESIA,23,83,2015
102,PINK Jacinta,AUSTRALIA,20,80,2015
102,SHAW Mikalyn,UNITED STATES OF AMERICA,19,80,2015
102,HERNANDEZ Aderli,BOLIVARIAN REPUBLIC OF VENEZUELA,24,80,2015
105,ZHANG Yaru,PEOPLE'S REPUBLIC OF CHINA,19,75,2015
106,GEVING Amanda,UNITED STATES OF AMERICA,26,75,2015
106,HOPKINS Catherine,AUSTRALIA,26,75,2015
108,BURBIDGE-SMITH Harriet,AUSTRALIA,19,72,2015
109,HENDERSON Alaina,UNITED STATES OF AMERICA,23,72,2015
110,PARK Mini,KOREA,25,70,2015
111,SARTEN Hannah,NEW ZEALAND,19,65,2015
111,MADONNA Alice,ITALY,19,65,2015
113,GARCIA GOMEZ Yuberly María,COLOMBIA,21,63,2015
114,PITTS Madison,UNITED STATES OF AMERICA,26,61,2015
115,KORTMAN Keely,UNITED STATES OF AMERICA,22,56,2015
116,MCADAM Morgan,CANADA,20,54,2015
117,WOLCOTT Taylor,UNITED STATES OF AMERICA,22,52,2015
117,KINGSTON Yvonne,CANADA,19,52,2015
119,WOODWARD Esther,AUSTRALIA,19,50,2015
119,PONGOSOT Piyarat,THAILAND,28,50,2015
121,PADILLA Marianny,BOLIVARIAN REPUBLIC OF VENEZUELA,21,45,2015
122,GUTIERREZ Alice,BOLIVARIAN REPUBLIC OF VENEZUELA,24,35,2015
122,PARK Youngjin,KOREA,21,35,2015
124,ARTEAGA VILLAREAL Gabriela Guisell,COLOMBIA,19,34,2015
125,WONGWAI Nutsuda,THAILAND,25,32,2015
126,RAMOS TORRES Nohora Milena,COLOMBIA,24,30,2015
127,ORTIZ Karla,CHILE,29,30,2015
127,LEPIK Sirje,ESTONIA,20,30,2015
127,MAMAT Noor Quraataina,MALAYSIA,20,30,2015
127,CANALES GUTIERREZ Maria Fernanda,COSTA RICA,19,30,2015
131,CHARPENTIER Gaëlle,FRANCE,25,26,2015
131,KORTMAN Baylie,UNITED STATES OF AMERICA,24,26,2015
131,KHUANKLA Wimonwan,THAILAND,19,26,2015
134,MARTIN-VERHAAREN Arielle,UNITED STATES OF AMERICA,30,24,2015
134,MAYCROFT Frances,UNITED STATES OF AMERICA,25,24,2015
134,VANGOIDSENHOVEN Jone,BELGIUM,19,24,2015
137,ZYLYTE Laura,LITHUANIA,30,20,2015
137,AGUAYO Rayen,CHILE,26,20,2015
137,RUTS Kimberley,BELGIUM,19,20,2015
137,ANUAR Aisyah Nusrah,MALAYSIA,19,20,2015
137,TEKKEL Ketlin,ESTONIA,19,20,2015
137,SOLANO VILCHEZ Johana,COSTA RICA,28,20,2015
143,ROSAS BAEZ Keissy Andrea,BOLIVARIAN REPUBLIC OF VENEZUELA,22,15,2015
143,KIVI Elerin,ESTONIA,20,15,2015
143,ALIAS Siti Aisyah,MALAYSIA,20,15,2015
143,THOMASSEN Gwendoline,BELGIUM,21,15,2015
143,GUZMAN Mónica,COSTA RICA,33,15,2015
143,GOYES Maria,ECUADOR,19,15,2015
149,LANG Mae,ESTONIA,19,10,2015
149,SOON Natahsya,MALAYSIA,20,10,2015
151,ARAQUE Yessika,BOLIVARIAN REPUBLIC OF VENEZUELA,22,8,2015
151,MARTINS ALVES PEREIRA Leticia,BRAZIL,22,8,2015
153,ASCHEPKOVA Anastasia,RUSSIAN FEDERATION,21,6,2015
153,TERAN YOSSEL,BOLIVARIAN REPUBLIC OF VENEZUELA,20,6,2015
153,KRUSE Gabriela,BRAZIL,43,6,2015
156,ANDRIANOVA Olga,RUSSIAN FEDERATION,23,4,2015
156,MARQUES MUNCHEN Daniela,BRAZIL,40,4,2015
158,CORLOBE Pauline,FRANCE,23,2,2015
1,BUCHANAN Caroline,AUSTRALIA,24,1570,2014
2,PAJON Mariana,COLOMBIA,23,1560,2014
3,SMULDERS Laura,NETHERLANDS,21,1465,2014
4,CRAIN Brooke,UNITED STATES OF AMERICA,21,1225,2014
5,VALENTINO Manon,FRANCE,24,1115,2014
6,HERNANDEZ Stefany,BOLIVARIAN REPUBLIC OF VENEZUELA,23,1115,2014
7,STANCIL Felicia,UNITED STATES OF AMERICA,19,1105,2014
8,WILLOUGHBY Alise,UNITED STATES OF AMERICA,23,1045,2014
9,CHRISTENSEN Simone,DENMARK,20,965,2014
10,GEORGE Danielle,UNITED STATES OF AMERICA,20,935,2014
11,VANHOOF Elke,BELGIUM,23,900,2014
12,CARR Amanda,THAILAND,24,890,2014
13,REYNOLDS Lauren,AUSTRALIA,23,806,2014
14,MCLEOD Melinda,AUSTRALIA,21,805,2014
15,POTTIER Magalie,FRANCE,25,790,2014
16,VAN BENTHEM Merle,NETHERLANDS,22,778,2014
17,HLADÍKOVÁ Aneta,CZECH REPUBLIC,30,712,2014
18,SUVOROVA Natalia,RUSSIAN FEDERATION,19,690,2014
19,STEVAUX CARNAVAL Priscilla Andreia,BRAZIL,21,615,2014
20,WALKER Sarah,NEW ZEALAND,26,590,2014
21,RIMSAITE Vilma,LITHUANIA,31,590,2014
22,AILLOUD Eva,FRANCE,24,580,2014
23,IJANO QUINALHA Bianca,BRAZIL,21,565,2014
24,PRIES Nadja,GERMANY,20,543,2014
25,DIAZ Maria Gabriela,ARGENTINA,33,515,2014
26,JONES Rachel,AUSTRALIA,19,465,2014
27,DIAZ Mariana,ARGENTINA,22,445,2014
28,WALSH Amelia,CANADA,22,440,2014
29,MAIRE Camille,FRANCE,20,406,2014
30,MOROSINI CHAVES Thaynara,BRAZIL,19,396,2014
31,O'KEEFFE Teagan,SOUTH AFRICA,22,358,2014
32,DELLAR Kirsten,AUSTRALIA,22,350,2014
33,CORLOBE Pauline,FRANCE,22,340,2014
34,GREEN Charlotte,GREAT BRITAIN,20,334,2014
35,ESPINOZA CORRAL Maria Angel,ECUADOR,20,325,2014
36,MCADAM Eliane,CANADA,19,305,2014
37,KLAUS Lieke,NETHERLANDS,25,291,2014
38,SPRENGERS Dana,NETHERLANDS,24,285,2014
39,STACY Shelby,UNITED STATES OF AMERICA,20,277,2014
40,SORIANO Florencia Ayelen,ARGENTINA,21,250,2014
41,READE Shanaze,GREAT BRITAIN,26,235,2014
42,BAAUW Judy,NETHERLANDS,20,234,2014
43,HENDERSON Alaina,UNITED STATES OF AMERICA,22,231,2014
44,DANIELS Dominique,PUERTO RICO,22,230,2014
45,GOMEZ ECHEVERRY Estefania,COLOMBIA,23,220,2014
46,LABOUNKOVÁ Romana,CZECH REPUBLIC,25,210,2014
47,HILL Victoria,NEW ZEALAND,24,210,2014
48,GEVING Amanda,UNITED STATES OF AMERICA,25,195,2014
49,SHAMAHINA Marina,RUSSIAN FEDERATION,20,180,2014
50,VALENCIA ALZATE Manuela,COLOMBIA,19,175,2014
51,GEDYE Hayley,NEW ZEALAND,21,175,2014
52,PIZARRO Daniela,CHILE,19,174,2014
53,LACOSTE Marine,FRANCE,19,173,2014
54,HARVEY Sarah,AUSTRALIA,19,170,2014
55,BOUDOUX Mélanie,FRANCE,34,169,2014
56,ALEKSEJEVA Sandra,LATVIA,23,164,2014
57,LYSENKO Elisaveta,RUSSIAN FEDERATION,19,162,2014
58,SMITH Monique,NEW ZEALAND,19,160,2014
59,FROLOVA Maria,RUSSIAN FEDERATION,21,159,2014
60,RONCANCIO PINILLA Laura Daniela,COLOMBIA,19,156,2014
61,PINK Jacinta,AUSTRALIA,19,154,2014
62,THONGMEE Duangkamon,THAILAND,23,150,2014
63,WOLCOTT Taylor,UNITED STATES OF AMERICA,21,146,2014
64,VRENEGOOR Danielle,NETHERLANDS,20,140,2014
65,KORTMAN Baylie,UNITED STATES OF AMERICA,23,139,2014
66,MANTILLA Estefania,ECUADOR,25,137,2014
67,TAYLOR Abbie,GREAT BRITAIN,21,135,2014
68,YOUNG Carley,UNITED STATES OF AMERICA,30,130,2014
69,CURTIS Leanna,AUSTRALIA,21,126,2014
70,VERHAGEN Ashley,UNITED STATES OF AMERICA,23,124,2014
71,BRYANT Stacey,SOUTH AFRICA,22,120,2014
72,KORTMAN Keely,UNITED STATES OF AMERICA,21,114,2014
73,EGOROVA Yana,RUSSIAN FEDERATION,19,110,2014
74,GRUN Mélanie,FRANCE,19,110,2014
75,LU Yan,PEOPLE'S REPUBLIC OF CHINA,22,105,2014
75,MULLER Paige,SOUTH AFRICA,19,105,2014
77,ORJUELA ERAZO Laura,COLOMBIA,21,101,2014
78,MONAGHAN Cassidy,CANADA,20,100,2014
79,PRASOETSRI Nicha,THAILAND,21,95,2014
80,PENG Na,PEOPLE'S REPUBLIC OF CHINA,19,90,2014
81,SUSWANTI Suswanti,INDONESIA,22,90,2014
82,AGUAYO Rayen,CHILE,25,90,2014
83,PARRA REY Leidy Julieth,COLOMBIA,21,86,2014
84,ADAMS Rosemary,CANADA,26,80,2014
84,MILLMAN Sabrina,CANADA,21,80,2014
86,HOPKINS Catherine,AUSTRALIA,25,76,2014
87,WONGWAI Nutsuda,THAILAND,24,76,2014
88,MARTINS ALVES PEREIRA Leticia,BRAZIL,21,76,2014
89,PARK Mini,KOREA,24,75,2014
90,CASTILLO Yerlin,BOLIVARIAN REPUBLIC OF VENEZUELA,19,75,2014
91,JOYA HUERFANO Lina Tatiana,COLOMBIA,19,74,2014
92,ORTIZ Karla,CHILE,28,70,2014
92,CAREAGA PEÑAFIEL Alison Dayana,BOLIVIA,28,70,2014
94,BARRAGAN Maira,ARGENTINA,20,68,2014
95,FARIAS Stephany,MEXICO,21,60,2014
96,PINYO Muanphan,THAILAND,20,60,2014
96,ZAMBRANA PARDO Daniela,BOLIVIA,32,60,2014
98,LE CORGUILLE Laetitia,FRANCE,28,58,2014
98,KOMNATOVA Ekaterina,RUSSIAN FEDERATION,24,58,2014
98,ZHILINA Olesya,RUSSIAN FEDERATION,22,58,2014
98,ZAPATA BUITRAGO Angela Maria,COLOMBIA,19,58,2014
102,SEGURA Viviana,CHILE,23,58,2014
103,KARABAK Tatiana,RUSSIAN FEDERATION,28,56,2014
104,PURNAMASARI Rina,INDONESIA,24,55,2014
105,PITTS Madison,UNITED STATES OF AMERICA,25,54,2014
106,MAYCROFT Frances,UNITED STATES OF AMERICA,24,50,2014
106,NOVANDA Elga Kharisma,INDONESIA,21,50,2014
108,BONTORNO Tiffany,UNITED STATES OF AMERICA,20,48,2014
109,TAPIA Belen,CHILE,24,48,2014
110,OETJEN Lucia,SWITZERLAND,33,45,2014
111,CLAOUE Karine,FRANCE,34,40,2014
111,MCADAM Morgan,CANADA,19,40,2014
111,TAUPIN Margault,FRANCE,19,40,2014
114,STEIN Squel,BRAZIL,23,39,2014
115,RAMOS TORRES Nohora Milena,COLOMBIA,23,34,2014
116,MAMAT Noor Quraataina,MALAYSIA,19,30,2014
117,BERGERON Amanda,UNITED STATES OF AMERICA,,30,2014
118,CHARPENTIER Gaëlle,FRANCE,24,30,2014
119,LOHVINAVA Maryia,BELARUS,22,30,2014
119,ABDUL NAZZEER Nur Nasthasia,SINGAPORE,22,30,2014
119,NAVRESTAD Elisabeth,NORWAY,20,30,2014
119,GARCIA RECUERO Veronica,SPAIN,19,30,2014
119,LEPIK Sirje,ESTONIA,19,30,2014
119,YAMANOMOTO Yuri,JAPAN,19,30,2014
119,MAVRAKI Eirini,GREECE,31,30,2014
119,MORETTI Claudia,ITALY,20,30,2014
119,SALAZAR Jessica,MEXICO,19,30,2014
128,COUDRAY Mélanie,FRANCE,21,28,2014
129,KAISER Laura,FRANCE,20,24,2014
129,CARRILLO CASTIBLANCO Marcela,COLOMBIA,27,24,2014
131,MICHALOGIANNAKI Maria,GREECE,32,20,2014
131,DUTTO Maria Belen,ARGENTINA,27,20,2014
131,RUNGE Regula,GERMANY,25,20,2014
131,IIBATA Miki,JAPAN,29,20,2014
131,LAINEVEE Ivika,ESTONIA,24,20,2014
131,PUZINAITE Skirmante,LITHUANIA,24,20,2014
131,JOHNSEN Jonna,DENMARK,22,20,2014
131,ROSAS BAEZ Keissy Andrea,BOLIVARIAN REPUBLIC OF VENEZUELA,21,20,2014
131,BARBUZANO DIAZ Salome,SPAIN,21,20,2014
131,LITVNAVA Karyna,BELARUS,21,20,2014
131,NERHUS Irene,NORWAY,20,20,2014
131,VAN DE PUT Angie,BELGIUM,19,20,2014
143,ZYLYTE Laura,LITHUANIA,29,15,2014
143,KINGSTON Chelsea,CANADA,20,15,2014
143,CRAUWELS Lieze,BELGIUM,20,15,2014
143,ALEXANDER Shannon,NEW ZEALAND,19,15,2014
143,VILLANUEVA Asul,MEXICO,20,15,2014
143,KIVI Elerin,ESTONIA,19,15,2014
143,FAJARDO Abigail Ivonne,ARGENTINA,19,15,2014
143,HARBACHOVA Hanna,BELARUS,29,15,2014
143,DUM Michel,BOLIVARIAN REPUBLIC OF VENEZUELA,19,15,2014
152,ARAQUE Yessika,BOLIVARIAN REPUBLIC OF VENEZUELA,21,10,2014
152,GELUSINI Maria,ARGENTINA,20,10,2014
152,BERNAL ARAQUE Marta,SPAIN,22,10,2014
152,BERTI Michelle,CANADA,19,10,2014
152,SANDOVAL CONDE Brenda Sofia,MEXICO,20,10,2014
152,DOLGORUKOVA Arina,RUSSIAN FEDERATION,19,10,2014
152,KUZMIANKOVA Valeryia,BELARUS,19,10,2014
152,GOMEZ ARBOLEDA Ana Milena,COLOMBIA,22,10,2014
160,THAKSAPORN Khaowsuan,THAILAND,27,8,2014
160,BARROSO CABALLERO Soledad,SPAIN,29,8,2014
160,VILLASENOR ARREYGUE Astrid,MEXICO,22,8,2014
160,ASCHEPKOVA Anastasia,RUSSIAN FEDERATION,20,8,2014
160,NAVITSKAYA Hanna,BELARUS,24,8,2014
160,ISNAINI Fiqi,INDONESIA,24,8,2014
166,BESKHMELNOVA Marina,RUSSIAN FEDERATION,26,6,2014
166,HEREIJGERS Maartje,NETHERLANDS,22,6,2014
166,BERNAL ARAQUE Verónica,SPAIN,28,6,2014
166,ALEKSEEVA Yekatserina,BELARUS,20,6,2014
170,NESTIAROVICH Aliaksandra,BELARUS,19,4,2014
171,BRUNEL Floriane,FRANCE,20,2,2014
171,HAMID Natalia,BELARUS,22,2,2014
171,PINILLA RODRIGUEZ Angie Catalina,COLOMBIA,19,2,2014
1,PAJON Mariana,COLOMBIA,22,1450,2013
2,WILLOUGHBY Alise,UNITED STATES OF AMERICA,22,1280,2013
3,SMULDERS Laura,NETHERLANDS,20,1220,2013
4,VALENTINO Manon,FRANCE,23,1113,2013
5,REYNOLDS Lauren,AUSTRALIA,22,1078,2013
6,MARTIN-VERHAAREN Arielle,UNITED STATES OF AMERICA,28,1068,2013
7,CRAIN Brooke,UNITED STATES OF AMERICA,20,878,2013
8,READE Shanaze,GREAT BRITAIN,25,800,2013
9,CARR Amanda,THAILAND,23,797,2013
10,DIAZ Mariana,ARGENTINA,21,765,2013
11,VAN BENTHEM Merle,NETHERLANDS,21,759,2013
12,RIMSAITE Vilma,LITHUANIA,30,697,2013
13,AILLOUD Eva,FRANCE,23,678,2013
14,CHRISTENSEN Simone,DENMARK,19,643,2013
15,GEORGE Danielle,UNITED STATES OF AMERICA,19,614,2013
16,MCLEOD Melinda,AUSTRALIA,20,583,2013
17,BUCHANAN Caroline,AUSTRALIA,23,570,2013
18,VANHOOF Elke,BELGIUM,22,565,2013
19,HLADÍKOVÁ Aneta,CZECH REPUBLIC,29,557,2013
20,PRIES Nadja,GERMANY,19,542,2013
21,LABOUNKOVÁ Romana,CZECH REPUBLIC,24,521,2013
22,IJANO QUINALHA Bianca,BRAZIL,20,501,2013
23,DIAZ Maria Gabriela,ARGENTINA,32,474,2013
24,HERNANDEZ Stefany,BOLIVARIAN REPUBLIC OF VENEZUELA,22,441,2013
25,STEVAUX CARNAVAL Priscilla Andreia,BRAZIL,20,439,2013
26,DANIELS Dominique,PUERTO RICO,21,425,2013
27,O'KEEFFE Teagan,SOUTH AFRICA,21,425,2013
28,DELLAR Kirsten,AUSTRALIA,21,410,2013
29,SPRENGERS Dana,NETHERLANDS,23,360,2013
30,SORIANO Florencia Ayelen,ARGENTINA,20,346,2013
31,GREEN Charlotte,GREAT BRITAIN,19,279,2013
32,KOMNATOVA Ekaterina,RUSSIAN FEDERATION,23,279,2013
33,GEVING Amanda,UNITED STATES OF AMERICA,24,258,2013
34,WALSH Amelia,CANADA,21,226,2013
35,HILL Victoria,NEW ZEALAND,23,210,2013
36,CURTIS Leanna,AUSTRALIA,20,206,2013
37,TAYLOR Abbie,GREAT BRITAIN,20,195,2013
38,MAIRE Camille,FRANCE,19,193,2013
39,ALEKSEJEVA Sandra,LATVIA,22,181,2013
40,STACY Shelby,UNITED STATES OF AMERICA,19,173,2013
41,BAAUW Judy,NETHERLANDS,19,171,2013
42,GOMEZ ECHEVERRY Estefania,COLOMBIA,22,165,2013
43,DUTTO Maria Belen,ARGENTINA,26,159,2013
44,KLAUS Lieke,NETHERLANDS,24,159,2013
45,CORLOBE Pauline,FRANCE,21,151,2013
46,FROLOVA Maria,RUSSIAN FEDERATION,20,144,2013
47,MIKKELSEN Live Andrea,NORWAY,19,143,2013
48,STEIN Squel,BRAZIL,22,139,2013
49,IIBATA Miki,JAPAN,28,136,2013
50,TAPIA Belen,CHILE,23,135,2013
51,WALKER Sarah,NEW ZEALAND,25,133,2013
52,GEDYE Hayley,NEW ZEALAND,20,125,2013
53,THONGMEE Duangkamon,THAILAND,22,122,2013
54,ESPINOZA CORRAL Maria Angel,ECUADOR,19,120,2013
55,LIYUN Ma,PEOPLE'S REPUBLIC OF CHINA,25,120,2013
56,SLOANE Gemma,AUSTRALIA,20,118,2013
57,ADAMS Rosemary,CANADA,25,114,2013
58,RUNGE Regula,GERMANY,24,108,2013
59,THOMAS Eva,FRANCE,20,106,2013
60,LU Yan,PEOPLE'S REPUBLIC OF CHINA,21,105,2013
61,PRASOETSRI Nicha,THAILAND,20,101,2013
62,HEREIJGERS Maartje,NETHERLANDS,21,95,2013
63,WANG Siyangzi,PEOPLE'S REPUBLIC OF CHINA,20,90,2013
64,NOVANDA Elga Kharisma,INDONESIA,20,88,2013
65,BERNAL Veronica,ECUADOR,19,80,2013
66,SEGURA Viviana,CHILE,22,80,2013
67,HENDERSON Alaina,UNITED STATES OF AMERICA,21,76,2013
68,YALI Yang,PEOPLE'S REPUBLIC OF CHINA,21,75,2013
69,PERCY Kelly,AUSTRALIA,27,67,2013
70,VRENEGOOR Danielle,NETHERLANDS,19,67,2013
71,MEYRAN Camille,FRANCE,21,65,2013
72,ORTIZ Karla,CHILE,27,63,2013
72,KORTMAN Baylie,UNITED STATES OF AMERICA,22,63,2013
74,WONGWAI Nutsuda,THAILAND,23,63,2013
75,YOUNG Carley,UNITED STATES OF AMERICA,29,55,2013
76,MANTILLA Estefania,ECUADOR,24,54,2013
77,PURNAMASARI Rina,INDONESIA,23,50,2013
78,VAN DE PERRE Tori,BELGIUM,20,48,2013
79,FARIAS Stephany,MEXICO,20,45,2013
80,BOUDOUX Mélanie,FRANCE,33,40,2013
81,ROSAS BAEZ Keissy Andrea,BOLIVARIAN REPUBLIC OF VENEZUELA,20,35,2013
82,WOLCOTT Taylor,UNITED STATES OF AMERICA,20,35,2013
83,MIWA Ayaka,JAPAN,25,30,2013
84,BIRON Sarah,CANADA,22,30,2013
85,SPADARYK Darya,BELARUS,20,30,2013
86,CIFUENTES Yahaira,ECUADOR,22,26,2013
86,AGUAYO Rayen,CHILE,24,26,2013
86,GAUDET Ariane,CANADA,21,26,2013
89,SUSWANTI Suswanti,INDONESIA,21,25,2013
90,ANNECOU Carine,CANADA,37,24,2013
91,PARK Mini,KOREA,23,20,2013
91,ABDUL NAZZEER Nur Nasthasia,SINGAPORE,21,20,2013
93,PUZINAITE Skirmante,LITHUANIA,23,20,2013
93,KINGSTON Chelsea,CANADA,19,20,2013
93,RUIZ Irina,MEXICO,19,20,2013
93,ALEKSEEVA Yekatserina,BELARUS,19,20,2013
97,ZATLOUKALOVÁ Kristýna,CZECH REPUBLIC,20,15,2013
97,PAVLOVA Aleksandra,LITHUANIA,21,15,2013
97,SCHNEIDER Stefanie,GERMANY,19,15,2013
97,VAN HOOF Talitha,BELGIUM,21,15,2013
97,BARBUZANO DIAZ Salome,SPAIN,20,15,2013
97,MUJICA Jana,BOLIVARIAN REPUBLIC OF VENEZUELA,21,15,2013
97,GARCIA RIOS Corintia Belen,MEXICO,23,15,2013
97,KACHANOVA Angelina,BELARUS,20,15,2013
97,ASCHEPKOVA Anastasia,RUSSIAN FEDERATION,19,15,2013
97,MARTINS ALVES PEREIRA Leticia,BRAZIL,20,15,2013
107,ORELLANA Jesly,BOLIVARIAN REPUBLIC OF VENEZUELA,28,10,2013
107,DE ALMEIDA SILVA Naiara,BRAZIL,21,10,2013
107,THAKSAPORN Khaowsuan,THAILAND,26,10,2013
107,BERNAL ARAQUE Marta,SPAIN,21,10,2013
107,ZHILINA Olesya,RUSSIAN FEDERATION,21,10,2013
107,VILLANUEVA Asul,MEXICO,19,10,2013
107,MONAGHAN Cassidy,CANADA,19,10,2013
107,PENTH Sonja,GERMANY,22,10,2013
115,LANUZA Thaise,BRAZIL,25,8,2013
115,GELUSINI Maria,ARGENTINA,19,8,2013
115,JESTER Alicia,GERMANY,20,8,2013
115,VILLASENOR ARREYGUE Astrid,MEXICO,21,8,2013
115,SHAMAHINA Marina,RUSSIAN FEDERATION,19,8,2013
120,LE ROUX Enora,FRANCE,20,6,2013
120,ANDRIANOVA Olga,RUSSIAN FEDERATION,21,6,2013
120,MULLER Maria Tereza,BRAZIL,22,6,2013
120,BARRAGAN Maira,ARGENTINA,19,6,2013
120,GARCIA REYES Lorena,SPAIN,26,6,2013
120,CRESPO BENITEZ Celia,MEXICO,24,6,2013
120,HUPPERTZ Johanna,GERMANY,27,6,2013
127,BESKHMELNOVA Marina,RUSSIAN FEDERATION,25,4,2013
127,BERNAL ARAQUE Verónica,SPAIN,27,4,2013
127,SANDOVAL CONDE Brenda Sofia,MEXICO,19,4,2013
130,ZHINKOVA Ksenia,RUSSIAN FEDERATION,20,2,2013
130,ESPEJO AGUILAR Monica,MEXICO,48,2,2013
130,RUBIO Marine,FRANCE,20,2,2013
130,MORALES SORIANO Cintia,SPAIN,20,2,2013
1,BUCHANAN Caroline,AUSTRALIA,22,1534,2012
2,POTTIER Magalie,FRANCE,23,1440,2012
3,CRAIN Brooke,UNITED STATES OF AMERICA,19,1254,2012
4,SMULDERS Laura,NETHERLANDS,19,1158,2012
5,PAJON Mariana,COLOMBIA,21,1144,2012
6,REYNOLDS Lauren,AUSTRALIA,21,1077,2012
7,WILLOUGHBY Alise,UNITED STATES OF AMERICA,21,974,2012
8,LE CORGUILLE Laetitia,FRANCE,26,967,2012
9,MARTIN-VERHAAREN Arielle,UNITED STATES OF AMERICA,27,887,2012
10,WALKER Sarah,NEW ZEALAND,24,873,2012
11,MCLEOD Melinda,AUSTRALIA,19,844,2012
12,DIAZ Maria Gabriela,ARGENTINA,31,843,2012
13,HLADÍKOVÁ Aneta,CZECH REPUBLIC,28,819,2012
14,GEVING Amanda,UNITED STATES OF AMERICA,23,816,2012
15,RIMSAITE Vilma,LITHUANIA,29,809,2012
16,AILLOUD Eva,FRANCE,22,727,2012
17,LABOUNKOVÁ Romana,CZECH REPUBLIC,23,678,2012
18,SZMIGIELSKÁ Jana,CZECH REPUBLIC,29,663,2012
19,CARR Amanda,THAILAND,22,650,2012
20,HERNANDEZ Stefany,BOLIVARIAN REPUBLIC OF VENEZUELA,21,632,2012
21,VAN BENTHEM Merle,NETHERLANDS,20,610,2012
22,VALENTINO Manon,FRANCE,22,598,2012
23,READE Shanaze,GREAT BRITAIN,24,575,2012
24,HEREIJGERS Maartje,NETHERLANDS,20,573,2012
25,IJANO QUINALHA Bianca,BRAZIL,19,524,2012
26,DANIELS Dominique,PUERTO RICO,20,517,2012
27,STEVAUX CARNAVAL Priscilla Andreia,BRAZIL,19,508,2012
28,O'KEEFFE Teagan,SOUTH AFRICA,20,504,2012
29,HENDERSON Alaina,UNITED STATES OF AMERICA,20,476,2012
30,VANHOOF Elke,BELGIUM,21,472,2012
31,DIAZ Mariana,ARGENTINA,20,426,2012
32,TAYLOR Abbie,GREAT BRITAIN,19,425,2012
33,STEIN Squel,BRAZIL,21,400,2012
34,DELLAR Kirsten,AUSTRALIA,20,364,2012
35,ALEKSEJEVA Sandra,LATVIA,21,302,2012
36,KLAUS Lieke,NETHERLANDS,23,294,2012
37,CALLISTO Nicole,AUSTRALIA,25,284,2012
38,SORIANO Florencia Ayelen,ARGENTINA,19,277,2012
39,COTTEREAU Blandine,FRANCE,26,272,2012
40,VERHAGEN Ashley,UNITED STATES OF AMERICA,21,203,2012
41,HILL Victoria,NEW ZEALAND,22,189,2012
42,HAYASHI Kimberly,UNITED STATES OF AMERICA,26,170,2012
43,SPRENGERS Dana,NETHERLANDS,22,151,2012
44,RUNGE Regula,GERMANY,23,149,2012
44,LU Yan,PEOPLE'S REPUBLIC OF CHINA,20,149,2012
46,MILLMAN Sabrina,CANADA,19,148,2012
47,WALSH Amelia,CANADA,20,147,2012
48,ZULUAGA Andrea,COLOMBIA,23,146,2012
49,LE CORGUILLE Audrey,FRANCE,26,143,2012
50,FÄHNDRICH Jenny,SWITZERLAND,23,141,2012
51,LYNCH Ashley,PUERTO RICO,20,133,2012
52,MEYRAN Camille,FRANCE,20,132,2012
53,MIWA Ayaka,JAPAN,24,124,2012
54,BRACKEN Rachel,AUSTRALIA,21,118,2012
